subject,attribute,value
huA5A1D1,text_file_subtype,23andMe
huA5B645,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA5B645,download_type,archive
huA5B645,archive_member_count,1
huA5B645,archive_content,name_is_genome_mumble_txt
huA5B645,member_name,genome_Danny_Eller_Full_20110727195136.txt
huA5B645,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA5B645,member_type,text
huA5B645,text_file_subtype,23andMe
huA5BA2A,actual_file_type_from_magic_number,"JPEG image data, JFIF standard 1.01, aspect ratio, density 72x72, segment length 16, Exif Standard: [TIFF image data, big-endian, direntries=2, orientation=upper-left], baseline, precision 8, 1024x768, frames 3"
huA5BA2A,download_type,other
huA5BA2A,member_type_from_magic_number,"JPEG image data, JFIF standard 1.01, aspect ratio, density 72x72, segment length 16, Exif Standard: [TIFF image data, big-endian, direntries=2, orientation=upper-left], baseline, precision 8, 1024x768, frames 3"
huA5FD8B,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA5FD8B,download_type,archive
huA5FD8B,archive_member_count,1
huA5FD8B,archive_content,name_is_genome_mumble_txt
huA5FD8B,member_name,genome_Amanda_Chilaka_Full_20110728154637.txt
huA5FD8B,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA5FD8B,member_type,text
huA5FD8B,text_file_subtype,23andMe
huA62230,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA62230,download_type,archive
huA62230,archive_member_count,1
huA62230,archive_content,name_is_genome_mumble_txt
huA62230,member_name,genome_Jiahao_Huang_Full_20110331130314.txt
huA62230,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA62230,member_type,text
huA62230,text_file_subtype,23andMe
huA720D3,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA720D3,download_type,archive
huA720D3,archive_member_count,1
huA720D3,archive_content,name_is_genome_mumble_txt
huA720D3,member_name,genome_george_hudson_Full_20110706113638.txt
huA720D3,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA720D3,member_type,text
huA720D3,text_file_subtype,23andMe
huA7A170,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA7A170,download_type,text
huA7A170,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA7A170,member_type,text
huA7A170,text_file_subtype,23andMe
huA7C527,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA7C527,download_type,archive
huA7C527,archive_member_count,1
huA7C527,archive_content,name_is_genome_mumble_txt
huA7C527,member_name,genome_Mark_Jost_Full_20150416115234.txt
huA7C527,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA7C527,member_type,text
huA7C527,text_file_subtype,23andMe
huA7E205,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huA7E205,download_type,archive
huA7E205,archive_member_count,1
huA7E205,archive_content,name_is_genome_mumble_txt
huA7E205,member_name,genome_Sash_Balasinkam_v4_Full_20160517102653.txt
huA7E205,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA7E205,member_type,text
huA7E205,text_file_subtype,23andMe
huA81CF4,actual_file_type_from_magic_number,"gzip compressed data, was ""genome_William_FitzHugh_Full_20101119140952.txt"", last modified: Fri Nov 19 22:10:33 2010, from Unix"
huA81CF4,download_type,archive
huA81CF4,archive_member_count,1
huA81CF4,archive_content,gzipped data
huA81CF4,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA81CF4,member_type,text
huA81CF4,text_file_subtype,23andMe
huA84F63,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA84F63,download_type,text
huA84F63,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA84F63,member_type,text
huA84F63,text_file_subtype,23andMe
huA8DD58,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA8DD58,download_type,text
huA8DD58,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA8DD58,member_type,text
huA8DD58,text_file_subtype,23andMe
huA9D22A,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA9D22A,download_type,text
huA9D22A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huA9D22A,member_type,text
huA9D22A,text_file_subtype,23andMe
huAA16BD,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huAA16BD,download_type,archive
huAA16BD,archive_member_count,1
huAA16BD,archive_content,name_is_genome_mumble_txt
huAA16BD,member_name,genome_Beatrice_Leemhuis_Full_20120526075239.txt
huAA16BD,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAA16BD,member_type,text
huAA16BD,text_file_subtype,23andMe
huAA4C9C,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAA4C9C,download_type,text
huAA4C9C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAA4C9C,member_type,text
huAA4C9C,text_file_subtype,23andMe
huAA53E0,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huAA53E0,download_type,archive
huAA53E0,archive_member_count,1
huAA53E0,archive_content,name_is_genome_mumble_txt
huAA53E0,member_name,genome_Leonid_Peshkin_Full_20130412111557.txt
huAA53E0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAA53E0,member_type,text
huAA53E0,text_file_subtype,23andMe
huAB47EB,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huAB47EB,download_type,archive
huAB47EB,archive_member_count,1
huAB47EB,archive_content,name_is_genome_mumble_txt
huAB47EB,member_name,genome_Lindgren_Rider_Full_20140216145128.txt
huAB47EB,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAB47EB,member_type,text
huAB47EB,text_file_subtype,23andMe
huAC3640,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAC3640,download_type,text
huAC3640,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAC3640,member_type,text
huAC3640,text_file_subtype,23andMe
huAC827A,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huAC827A,download_type,archive
huAC827A,archive_member_count,1
huAC827A,archive_content,name_is_genome_mumble_txt
huAC827A,member_name,genome_Jim_Turner_Full_20110324084155.txt
huAC827A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAC827A,member_type,text
huAC827A,text_file_subtype,23andMe
huAC8440,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAC8440,download_type,text
huAC8440,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAC8440,member_type,text
huAC8440,text_file_subtype,23andMe
huAD079E,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huAD079E,download_type,archive
huAD079E,archive_member_count,1
huAD079E,archive_content,name_is_genome_mumble_txt
huAD079E,member_name,genome_Seth_Sklare_Full_20130116090503.txt
huAD079E,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAD079E,member_type,text
huAD079E,text_file_subtype,23andMe
huAD6C57,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAD6C57,download_type,text
huAD6C57,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAD6C57,member_type,text
huAD6C57,text_file_subtype,23andMe
huAD719C,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huAD719C,download_type,archive
huAD719C,archive_member_count,1
huAD719C,archive_content,name_is_genome_mumble_txt
huAD719C,member_name,genome_James_Heywood_Full_20111031110444.txt
huAD719C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAD719C,member_type,text
huAD719C,text_file_subtype,23andMe
huAD8C77,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huAD8C77,download_type,archive
huAD8C77,archive_member_count,1
huAD8C77,archive_content,name_is_genome_mumble_txt
huAD8C77,member_name,genome_Daniel_Turner_Full_20160418114225.txt
huAD8C77,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAD8C77,member_type,text
huAD8C77,text_file_subtype,23andMe
huADA07D,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huADA07D,download_type,text
huADA07D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huADA07D,member_type,text
huADA07D,text_file_subtype,23andMe
huADB22D,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huADB22D,download_type,text
huADB22D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huADB22D,member_type,text
huADB22D,text_file_subtype,23andMe
huADF414,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huADF414,download_type,archive
huADF414,archive_member_count,1
huADF414,archive_content,name_is_genome_mumble_txt
huADF414,member_name,genome_Jake_Moroshek_Full_20131201172407.txt
huADF414,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huADF414,member_type,text
huADF414,text_file_subtype,23andMe
huAE4A11,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAE4A11,download_type,text
huAE4A11,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAE4A11,member_type,text
huAE4A11,text_file_subtype,23andMe
huAEADC0,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAEADC0,download_type,text
huAEADC0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAEADC0,member_type,text
huAEADC0,text_file_subtype,23andMe
huAF3C63,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAF3C63,download_type,text
huAF3C63,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAF3C63,member_type,text
huAF3C63,text_file_subtype,23andMe
huAF469C,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAF469C,download_type,text
huAF469C,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huAF469C,member_type,text
huAF469C,text_file_subtype,23andMe
huB066C2,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB066C2,download_type,archive
huB066C2,archive_member_count,1
huB066C2,archive_content,name_is_genome_mumble_txt
huB066C2,member_name,genome_Ashley_Bodily_Full_20150409121839.txt
huB066C2,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB066C2,member_type,text
huB066C2,text_file_subtype,23andMe
huB10361,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB10361,download_type,archive
huB10361,archive_member_count,1
huB10361,archive_content,name_is_genome_mumble_txt
huB10361,member_name,genome_Diana_Cleaveland_Full_20130407090851.txt
huB10361,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB10361,member_type,text
huB10361,text_file_subtype,23andMe
huB1488D,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB1488D,download_type,archive
huB1488D,archive_member_count,1
huB1488D,archive_content,name_is_genome_mumble_txt
huB1488D,member_name,genome_Jennifer_Wagner_Full_20110724095851.txt
huB1488D,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB1488D,member_type,text
huB1488D,text_file_subtype,23andMe
huB19789,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB19789,download_type,text
huB19789,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB19789,member_type,text
huB19789,text_file_subtype,AncestryDNA
huB1B890,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB1B890,download_type,text
huB1B890,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB1B890,member_type,text
huB1B890,text_file_subtype,23andMe
huB29F01,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB29F01,download_type,archive
huB29F01,archive_member_count,1
huB29F01,archive_content,name_is_genome_mumble_txt
huB29F01,member_name,genome_Orlando_Montalvo_Full_20140522160413.txt
huB29F01,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB29F01,member_type,text
huB29F01,text_file_subtype,23andMe
huB2A9E7,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB2A9E7,download_type,archive
huB2A9E7,archive_member_count,1
huB2A9E7,archive_content,name_is_genome_mumble_txt
huB2A9E7,member_name,genome_Brian_Staats_Full_20110809135231.txt
huB2A9E7,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB2A9E7,member_type,text
huB2A9E7,text_file_subtype,23andMe
huB2C416,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB2C416,download_type,archive
huB2C416,archive_member_count,1
huB2C416,archive_content,name_is_genome_mumble_txt
huB2C416,member_name,genome_Jennifer_Grannis_Full_20101105183726.txt
huB2C416,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB2C416,member_type,text
huB2C416,text_file_subtype,23andMe
huB2CFD0,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB2CFD0,download_type,archive
huB2CFD0,archive_member_count,1
huB2CFD0,archive_content,other_name
huB2CFD0,member_name,Full genome.txt
huB2CFD0,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB2CFD0,member_type,text
huB2CFD0,text_file_subtype,23andMe
huB36CAB,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB36CAB,download_type,text
huB36CAB,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB36CAB,member_type,text
huB36CAB,text_file_subtype,23andMe
huB47EB5,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB47EB5,download_type,archive
huB47EB5,archive_member_count,1
huB47EB5,archive_content,name_is_genome_mumble_txt
huB47EB5,member_name,genome_Billy_Ashcraft_Full_20150324062447.txt
huB47EB5,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB47EB5,member_type,text
huB47EB5,text_file_subtype,23andMe
huB4C1A1,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB4C1A1,download_type,archive
huB4C1A1,archive_member_count,1
huB4C1A1,archive_content,name_is_genome_mumble_txt
huB4C1A1,member_name,genome_Aaron_Roe_Full_20151009221142.txt
huB4C1A1,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB4C1A1,member_type,text
huB4C1A1,text_file_subtype,23andMe
huB4D223,actual_file_type_from_magic_number,"Zip archive data, at least v2.0 to extract"
huB4D223,download_type,archive
huB4D223,archive_member_count,1
huB4D223,archive_content,name_is_genome_mumble_txt
huB4D223,member_name,genome_Wiley_Barton_Full_20120326131621.txt
huB4D223,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB4D223,member_type,text
huB4D223,text_file_subtype,23andMe
huB4E01A,actual_file_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB4E01A,download_type,text
huB4E01A,member_type_from_magic_number,"ASCII text, with CRLF line terminators"
huB4E01A,member_type,text
huB4E01A,text_file_subtype,23andMe
